83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.67
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.69
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.72
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.74
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.76
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.79
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.80
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.82
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.84
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.86
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.87
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.89
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.92
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.94
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.95
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.97
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,1.99
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.00
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.02
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.04
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.05
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.07
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.10
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.12
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.14
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.16
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.17
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.19
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,26.70,2.21
