83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,1.97
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,2.01
83.3333,15.5000,250.0000,0.0000,1.5708,0.0000,0.00,27.00,8,2.04
83.4789,15.5000,250.0000,0.0000,1.5708,0.0000,0.01,27.00,8,2.07
83.6031,15.5000,250.0000,0.0000,1.5708,0.0000,0.03,27.00,8,2.10
83.7092,15.5000,250.0000,0.0000,1.5708,0.0000,0.04,27.00,8,2.15
83.7940,15.5000,250.0000,0.0000,1.5708,0.0000,0.05,27.00,8,2.19
83.8618,15.5000,250.0000,0.0000,1.5708,0.0000,0.05,27.00,8,2.22
83.9161,15.5000,250.0000,0.0000,1.5708,0.0000,0.06,27.00,8,2.29
83.9595,15.5000,250.0000,0.0000,1.5708,0.0000,0.06,27.00,8,2.38
83.9943,15.5000,250.0000,0.0000,1.5708,0.0000,0.07,27.00,8,2.42
84.0221,15.5000,250.0000,0.0000,1.5708,0.0000,0.07,27.00,8,2.46
84.0443,15.5000,250.0000,0.0000,1.5508,0.0000,0.07,27.00,8,2.50
84.2221,15.5000,250.0000,0.0000,1.5308,0.0007,0.09,27.00,8,2.54
84.5243,15.5000,249.9968,0.0000,1.5108,0.0011,0.12,27.00,8,2.57
84.8704,15.5000,249.9891,0.0000,1.4936,0.0017,0.15,27.00,8,2.63
85.3404,15.5000,249.9734,0.0000,1.4736,0.0023,0.20,27.00,8,2.66
85.8008,15.5000,249.9520,0.0000,1.4564,0.0028,0.25,27.00,8,2.71
86.3812,15.5000,249.9180,0.0000,1.4364,0.0031,0.30,27.00,8,2.74
86.9158,15.5000,249.8790,0.0000,1.4364,0.0030,0.36,27.00,8,2.80
87.5681,15.5000,249.8230,0.0000,1.4364,0.0026,0.42,27.00,8,2.84
88.2486,15.5000,249.7567,0.0000,1.4364,0.0018,0.49,27.00,8,2.88
88.9515,15.5000,249.6822,0.0000,1.4364,0.0006,0.56,27.00,8,2.92
89.6723,15.5000,249.6012,0.0000,1.4364,-0.0007,0.64,27.00,8,2.97
90.4076,15.5000,249.5150,0.0000,1.4364,-0.0020,0.71,27.00,8,3.01
91.1544,15.5000,249.4245,0.0000,1.4364,-0.0031,0.78,27.00,8,3.04
91.8069,15.5000,249.3435,0.0000,1.4364,-0.0037,0.85,27.00,8,3.09
92.5692,15.5000,249.2474,0.0000,1.4364,-0.0038,0.93,27.00,8,3.17
93.3376,15.5000,249.1491,0.0000,1.4364,-0.0034,1.00,27.00,8,3.20
94.0822,15.5000,249.0527,0.0000,1.4364,-0.0024,1.08,27.00,8,3.24
94.8541,15.5000,248.9519,0.0000,1.4364,-0.0010,1.16,27.00,8,3.27
95.6342,15.5000,248.8493,0.0000,1.4364,0.0005,1.24,27.00,8,3.31
96.4169,15.5000,248.7457,0.0000,1.4364,0.0020,1.32,27.00,8,3.34
97.2016,15.5000,248.6415,0.0000,1.4364,0.0032,1.39,27.00,8,3.37
97.9346,15.5000,248.5437,0.0000,1.4364,0.0039,1.47,27.00,8,3.40
98.7076,15.5000,248.4404,0.0000,1.4364,0.0039,1.55,27.00,8,3.44
99.4962,15.5000,248.3347,0.0000,1.4364,0.0034,1.63,27.00,8,3.47
100.2856,15.5000,248.2287,0.0000,1.4364,0.0023,1.71,27.00,8,3.51
101.0757,15.5000,248.1225,0.0000,1.4364,0.0009,1.79,27.00,8,3.54
101.8270,15.5000,248.0214,0.0000,1.4364,-0.0007,1.86,27.00,8,3.57
102.6181,15.5000,247.9148,0.0000,1.4364,-0.0022,1.94,27.00,8,3.61
103.4094,15.5000,247.8081,0.0000,1.4364,-0.0033,2.02,27.00,8,3.64
104.1836,15.5000,247.7037,0.0000,1.4364,-0.0039,2.10,27.00,8,3.67
104.9690,15.5000,247.5977,0.0000,1.4364,-0.0039,2.18,27.00,8,3.71
105.7610,15.5000,247.4907,0.0000,1.4364,-0.0033,2.26,27.00,8,3.74
106.3381,15.5000,247.4128,0.0000,1.4364,-0.0020,2.32,27.00,8,3.77
107.1287,15.5000,247.3060,0.0000,1.4364,-0.0005,2.40,27.00,8,3.80
107.9211,15.5000,247.1989,0.0000,1.4364,0.0011,2.48,27.00,8,3.84
108.7136,15.5000,247.0918,0.0000,1.4364,0.0025,2.56,27.00,8,3.87
109.5061,15.5000,246.9846,0.0000,1.4364,0.0035,2.64,27.00,8,3.90
110.2721,15.5000,246.8811,0.0000,1.4364,0.0040,2.71,27.00,8,3.94
111.0647,15.5000,246.7739,0.0000,1.4364,0.0031,2.79,27.00,8,3.97
111.6988,15.5000,246.6882,0.0000,1.4364,0.0021,2.86,27.00,8,4.00
112.2061,15.5000,246.6196,0.0000,1.4364,0.0013,2.91,27.00,8,4.04
112.6098,15.5000,246.5651,0.0000,1.4364,0.0008,2.95,27.00,8,4.07
112.9348,15.5000,246.5211,0.0000,1.4364,0.0004,2.98,27.00,8,4.11
113.1949,15.5000,246.4860,0.0000,1.4364,0.0002,3.01,27.00,8,4.14
113.3922,15.5000,246.4593,0.0000,1.4364,0.0002,3.03,27.00,8,4.17
113.5608,15.5000,246.4365,0.0000,1.4364,0.0002,3.05,27.00,8,4.20
113.6953,15.5000,246.4183,0.0000,1.4364,0.0002,3.06,27.00,8,4.24
113.8030,15.5000,246.4037,0.0000,1.4364,0.0002,3.07,27.00,8,4.27
113.8887,15.5000,246.3922,0.0000,1.4364,0.0002,3.08,27.00,8,4.30
113.9553,15.5000,246.3831,0.0000,1.4364,0.0002,3.09,27.00,8,4.34
114.0112,15.5000,246.3756,0.0000,1.4364,0.0002,3.09,27.00,8,4.37
114.0539,15.5000,246.3698,0.0000,1.4364,0.0002,3.10,27.00,8,4.40
114.0897,15.5000,246.3650,0.0000,1.4364,0.0002,3.10,27.00,8,4.44
114.1186,15.5000,246.3611,0.0000,1.4364,0.0002,3.10,27.00,8,4.47
114.1419,15.5000,246.3579,0.0000,1.4364,0.0002,3.10,27.00,8,4.51
114.1606,15.5000,246.3554,0.0000,1.4364,0.0002,3.11,27.00,8,4.54
114.1742,15.5000,246.3536,0.0000,1.4364,0.0002,3.11,27.00,8,4.57
114.1861,15.5000,246.3519,0.0000,1.4364,0.0002,3.11,27.00,8,4.60
114.1958,15.5000,246.3506,0.0000,1.4364,0.0002,3.11,27.00,8,4.64
114.2036,15.5000,246.3496,0.0000,1.4364,0.0002,3.11,27.00,8,4.67
